"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KF789899","1701","Human","4 (HA)","H3N2","USA","N","2012/11/19","Influenza A virus (A/Kentucky/24/2012(H3N2))","","","","","","c"
"KT840476","1701","Human","4 (HA)","H3N2","USA","N","2014/12/22","Influenza A virus (A/Kentucky/24/2014(H3N2))","","","","","","c"
"CY232310","1737","Human","4 (HA)","H3N2","USA","N","2017/03/29","Influenza A virus (A/Kentucky/24/2017(H3N2))","","","","","","c"
"KT840434","1701","Human","4 (HA)","H3N2","USA","N","2014/12/22","Influenza A virus (A/Kentucky/25/2014(H3N2))","","","","","","c"
"KX917900","1737","Human","4 (HA)","H3N2","USA","N","2016/04/28","Influenza A virus (A/Kentucky/25/2016(H3N2))","","","","","","c"
"CY232316","1737","Human","4 (HA)","H3N2","USA","N","2017/03/30","Influenza A virus (A/Kentucky/25/2017(H3N2))","","","","","","c"
"KX918284","1737","Human","4 (HA)","H3N2","USA","N","2016/04/25","Influenza A virus (A/Kentucky/26/2016(H3N2))","","","","","","c"
"KT840468","1701","Human","4 (HA)","H3N2","USA","N","2014/12/23","Influenza A virus (A/Kentucky/27/2014(H3N2))","","","","","","c"
"KY089613","1701","Human","4 (HA)","H3N2","USA","N","2014/12/22","Influenza A virus (A/Kentucky/29/2014(H3N2))","","","","","","c"
"KT839932","1701","Human","4 (HA)","H3N2","USA","N","2014/12/01","Influenza A virus (A/Kentucky/30/2014(H3N2))","","","","","","c"
"CY211771","1737","Human","4 (HA)","H3N2","USA","N","2016/12/05","Influenza A virus (A/Kentucky/30/2016(H3N2))","","","","","","c"
"CY213026","1737","Human","4 (HA)","H3N2","USA","N","2016/12/20","Influenza A virus (A/Kentucky/31/2016(H3N2))","","","","","","c"
"CY141205","1701","Human","4 (HA)","H3N2","USA","N","2013/01/02","Influenza A virus (A/Kentucky/3190/2013(H3N2))","","","","","","c"
"CY214394","1737","Human","4 (HA)","H3N2","USA","N","2016/12/26","Influenza A virus (A/Kentucky/32/2016(H3N2))","","","","","","c"
"CY187382","1701","Human","4 (HA)","H3N2","USA","N","2014/01/15","Influenza A virus (A/Kentucky/3714/2014(H3N2))","","","","","","c"
"CY193398","1701","Human","4 (HA)","H3N2","USA","N","2014/12/15","Influenza A virus (A/Kentucky/4145/2014(H3N2))","","","","","","c"
"CY193534","1701","Human","4 (HA)","H3N2","USA","N","2014/12/10","Influenza A virus (A/Kentucky/4281/2014(H3N2))","","","","","","c"
"CY193535","1701","Human","4 (HA)","H3N2","USA","N","2014/12/11","Influenza A virus (A/Kentucky/4282/2014(H3N2))","","","","","","c"
"CY193536","1701","Human","4 (HA)","H3N2","USA","N","2014/12/12","Influenza A virus (A/Kentucky/4283/2014(H3N2))","","","","","","c"
"CY193537","1701","Human","4 (HA)","H3N2","USA","N","2014/12/17","Influenza A virus (A/Kentucky/4284/2014(H3N2))","","","","","","c"
"CY193538","1701","Human","4 (HA)","H3N2","USA","N","2014/12/29","Influenza A virus (A/Kentucky/4285/2014(H3N2))","","","","","","c"
"CY193682","1701","Human","4 (HA)","H3N2","USA","N","2014/12/29","Influenza A virus (A/Kentucky/4429/2014(H3N2))","","","","","","c"
"CY193909","1701","Human","4 (HA)","H3N2","USA","N","2015/01/14","Influenza A virus (A/Kentucky/4656/2015(H3N2))","","","","","","c"
"CY193910","1701","Human","4 (HA)","H3N2","USA","N","2015/01/20","Influenza A virus (A/Kentucky/4657/2015(H3N2))","","","","","","c"
"CY193911","1701","Human","4 (HA)","H3N2","USA","N","2015/01/20","Influenza A virus (A/Kentucky/4658/2015(H3N2))","","","","","","c"
"CY193913","1701","Human","4 (HA)","H3N2","USA","N","2015/01/26","Influenza A virus (A/Kentucky/4660/2015(H3N2))","","","","","","c"
"CY208360","1701","Human","4 (HA)","H3N2","USA","N","2016/03/01","Influenza A virus (A/Kentucky/5127/2016(H3N2))","","","","","","c"
"CY028443","1727","Human","4 (HA)","H3N2","USA","N","2007/01/17","Influenza A virus (A/Kentucky/UR06-0044/2007(H3N2))","","4Y","F","","","c"
"CY026883","1724","Human","4 (HA)","H3N2","USA","N","2007/02/05","Influenza A virus (A/Kentucky/UR06-0158/2007(H3N2))","","2 Y","F","","","c"
"CY025907","1720","Human","4 (HA)","H3N2","USA","N","2007/02/21","Influenza A virus (A/Kentucky/UR06-0370/2007(H3N2))","","3 Y","F","","","c"
"CY031555","1714","Human","4 (HA)","H3N2","USA","N","2007/03/12","Influenza A virus (A/Kentucky/UR06-0571/2007(H3N2))","","16Y","M","","","c"
"CY037671","1726","Human","4 (HA)","H3N2","USA","N","2008/02/14","Influenza A virus (A/Kentucky/UR07-0015/2008(H3N2))","","9","","","","c"
"CY037791","1727","Human","4 (HA)","H3N2","USA","N","2008/02/15","Influenza A virus (A/Kentucky/UR07-0028/2008(H3N2))","","6","","","","c"
"CY037527","1713","Human","4 (HA)","H3N2","USA","N","2008/02/18","Influenza A virus (A/Kentucky/UR07-0037/2008(H3N2))","","11","","","","c"
"CY039423","1713","Human","4 (HA)","H3N2","USA","N","2008/02/18","Influenza A virus (A/Kentucky/UR07-0038/2008(H3N2))","","17","","","","c"
"CY037535","1707","Human","4 (HA)","H3N2","USA","N","2008/02/18","Influenza A virus (A/Kentucky/UR07-0041/2008(H3N2))","","4","","","","c"
"CY037815","1728","Human","4 (HA)","H3N2","USA","N","2008/02/19","Influenza A virus (A/Kentucky/UR07-0049/2008(H3N2))","","9","","","","c"
"CY037559","1729","Human","4 (HA)","H3N2","USA","N","2008/02/21","Influenza A virus (A/Kentucky/UR07-0068/2008(H3N2))","","4","","","","c"
"CY038823","1701","Human","4 (HA)","H3N2","USA","N","2008/02/21","Influenza A virus (A/Kentucky/UR07-0069/2008(H3N2))","","6","","","","c"
"CY037703","1714","Human","4 (HA)","H3N2","USA","N","2008/02/21","Influenza A virus (A/Kentucky/UR07-0072/2008(H3N2))","","11","","","","c"
"CY037567","1702","Human","4 (HA)","H3N2","USA","N","2008/02/25","Influenza A virus (A/Kentucky/UR07-0081/2008(H3N2))","","1","","","","c"
"CY037871","1701","Human","4 (HA)","H3N2","USA","N","2008/02/25","Influenza A virus (A/Kentucky/UR07-0082/2008(H3N2))","","12","","","","c"
"CY037879","1717","Human","4 (HA)","H3N2","USA","N","2008/02/25","Influenza A virus (A/Kentucky/UR07-0083/2008(H3N2))","","8","","","","c"
"CY037823","1714","Human","4 (HA)","H3N2","USA","N","2008/02/25","Influenza A virus (A/Kentucky/UR07-0085/2008(H3N2))","","6","","","","c"
"CY037583","1717","Human","4 (HA)","H3N2","USA","N","2008/02/27","Influenza A virus (A/Kentucky/UR07-0107/2008(H3N2))","","3","","","","c"
"CY037735","1701","Human","4 (HA)","H3N2","USA","N","2008/02/27","Influenza A virus (A/Kentucky/UR07-0109/2008(H3N2))","","3","","","","c"
"CY039431","1713","Human","4 (HA)","H3N2","USA","N","2008/03/03","Influenza A virus (A/Kentucky/UR07-0116/2008(H3N2))","","4","","","","c"
"CY037831","1701","Human","4 (HA)","H3N2","USA","N","2008/03/04","Influenza A virus (A/Kentucky/UR07-0124/2008(H3N2))","","1","","","","c"
"CY038855","1713","Human","4 (HA)","H3N2","USA","N","2008/03/10","Influenza A virus (A/Kentucky/UR07-0148/2008(H3N2))","","1","","","","c"
"CY037639","1714","Human","4 (HA)","H3N2","USA","N","2008/03/19","Influenza A virus (A/Kentucky/UR07-0162/2008(H3N2))","","6","","","","c"
"CY037647","1716","Human","4 (HA)","H3N2","USA","N","2008/03/20","Influenza A virus (A/Kentucky/UR07-0164/2008(H3N2))","","3","","","","c"
"KX223763","1762","Human","4 (HA)","H3N2","Kenya","T","2015/11/03","Influenza A virus (A/Kenya/007/2015(H3N2))","","","","","","c"
"KY872764","1737","Human","4 (HA)","H3N2","Kenya","T","2016/02/01","Influenza A virus (A/Kenya/014/2016(H3N2))","","","","","","c"
"KY872763","1737","Human","4 (HA)","H3N2","Kenya","T","2016/07/03","Influenza A virus (A/Kenya/015/2016(H3N2))","","","","","","c"
"KY872762","1762","Human","4 (HA)","H3N2","Kenya","T","2016/07/04","Influenza A virus (A/Kenya/016/2016(H3N2))","","","","","","c"
"KY872765","1737","Human","4 (HA)","H3N2","Kenya","T","2016/10/12","Influenza A virus (A/Kenya/023/2016(H3N2))","","","","","","c"
"JQ396181","1762","Human","4 (HA)","H3N2","Kenya","T","2010/07/12","Influenza A virus (A/Kenya/078/2010(H3N2))","","","","","","c"
"JQ396183","1762","Human","4 (HA)","H3N2","Kenya","T","2010/08/03","Influenza A virus (A/Kenya/091/2010(H3N2))","","","","","","c"
"JQ396184","1762","Human","4 (HA)","H3N2","Kenya","T","2010/04/22","Influenza A virus (A/Kenya/095/2010(H3N2))","","","","","","c"
"JQ396185","1762","Human","4 (HA)","H3N2","Kenya","T","2010/04/22","Influenza A virus (A/Kenya/096/2010(H3N2))","","","","","","c"
"KF451872","1733","Human","4 (HA)","H3N2","Kenya","T","2012/12/10","Influenza A virus (A/Kenya/245/2012(H3N2))","","","","","","c"
"KF451873","1757","Human","4 (HA)","H3N2","Kenya","T","2012/11/08","Influenza A virus (A/Kenya/246/2012(H3N2))","","","","","","c"
"KF451875","1757","Human","4 (HA)","H3N2","Kenya","T","2012/11/12","Influenza A virus (A/Kenya/248/2012(H3N2))","","","","","","c"
"KF451876","1757","Human","4 (HA)","H3N2","Kenya","T","2012/11/12","Influenza A virus (A/Kenya/249/2012(H3N2))","","","","","","c"
"KF451877","1757","Human","4 (HA)","H3N2","Kenya","T","2012/11/12","Influenza A virus (A/Kenya/250/2012(H3N2))","","","","","","c"
"KF451878","1757","Human","4 (HA)","H3N2","Kenya","T","2012/12/13","Influenza A virus (A/Kenya/251/2012(H3N2))","","","","","","c"
"KF451880","1757","Human","4 (HA)","H3N2","Kenya","T","2013/02/18","Influenza A virus (A/Kenya/253/2013(H3N2))","","","","","","c"
"KF451881","1748","Human","4 (HA)","H3N2","Kenya","T","2013/02/13","Influenza A virus (A/Kenya/254/2013(H3N2))","","","","","","c"
"KF451882","1754","Human","4 (HA)","H3N2","Kenya","T","2013/01/29","Influenza A virus (A/Kenya/255/2013(H3N2))","","","","","","c"
"KF451883","1757","Human","4 (HA)","H3N2","Kenya","T","2013/01/29","Influenza A virus (A/Kenya/256/2013(H3N2))","","","","","","c"
"KF451884","1757","Human","4 (HA)","H3N2","Kenya","T","2013/01/23","Influenza A virus (A/Kenya/257/2013(H3N2))","","","","","","c"
"KF451885","1757","Human","4 (HA)","H3N2","Kenya","T","2013/01/21","Influenza A virus (A/Kenya/258/2013(H3N2))","","","","","","c"
"JQ396182","1762","Human","4 (HA)","H3N2","Kenya","T","2010/07/16","Influenza A virus (A/Kenya/80/2010(H3N2))","","","","","","c"
"KY328782","1701","Human","4 (HA)","H3N2","Iran","N","2015/01/01","Influenza A virus (A/Kerman/92615/2015(H3N2))","","","","","","c"
"CY105854","1731","Human","4 (HA)","H3N2","Viet Nam","T","2008/09/23","Influenza A virus (A/KhanhHoa/KH363/2008(H3N2))","","","","","","c"
"CY104630","1735","Human","4 (HA)","H3N2","Viet Nam","T","2008/12/03","Influenza A virus (A/KhanhHoa/KH466/2008(H3N2))","","","","","","c"
"CY105862","1732","Human","4 (HA)","H3N2","Viet Nam","T","2008/12/10","Influenza A virus (A/KhanhHoa/KH474/2008(H3N2))","","","","","","c"
"CY105870","1731","Human","4 (HA)","H3N2","Viet Nam","T","2008/12/10","Influenza A virus (A/KhanhHoa/KH475/2008(H3N2))","","","","","","c"
"CY104638","1731","Human","4 (HA)","H3N2","Viet Nam","T","2008/12/18","Influenza A virus (A/KhanhHoa/KH488/2008(H3N2))","","","","","","c"
"CY104646","1732","Human","4 (HA)","H3N2","Viet Nam","T","2008/12/22","Influenza A virus (A/KhanhHoa/KH494/2008(H3N2))","","","","","","c"
"KT889130","1701","Human","4 (HA)","H3N2","South Korea","N","2012/01/24","Influenza A virus (A/Korea/18/2012(H3N2))","","","","","","c"
"CY147294","1701","Human","4 (HA)","H3N2","South Korea","N","2013/02/20","Influenza A virus (A/Korea/3402/2013(H3N2))","","","","","","c"
"CY147311","1701","Human","4 (HA)","H3N2","South Korea","N","2013/04/17","Influenza A virus (A/Korea/3419/2013(H3N2))","","","","","","c"
"KT889146","1701","Human","4 (HA)","H3N2","South Korea","N","2012/01/19","Influenza A virus (A/Korea/37/2012(H3N2))","","","","","","c"
"CY187690","1701","Human","4 (HA)","H3N2","South Korea","N","2014/02/07","Influenza A virus (A/Korea/3772/2014(H3N2))","","","","","","c"
"CY187691","1701","Human","4 (HA)","H3N2","South Korea","N","2014/02/09","Influenza A virus (A/Korea/3773/2014(H3N2))","","","","","","c"
"CY187695","1701","Human","4 (HA)","H3N2","South Korea","N","2014/02/21","Influenza A virus (A/Korea/3777/2014(H3N2))","","","","","","c"
"CY187696","1701","Human","4 (HA)","H3N2","South Korea","N","2014/02/04","Influenza A virus (A/Korea/3778/2014(H3N2))","","","","","","c"
"CY187698","1701","Human","4 (HA)","H3N2","South Korea","N","2014/02/10","Influenza A virus (A/Korea/3780/2014(H3N2))","","","","","","c"
"KT889154","1701","Human","4 (HA)","H3N2","South Korea","N","2012/01/13","Influenza A virus (A/Korea/45/2012(H3N2))","","","","","","c"
"KT889155","1701","Human","4 (HA)","H3N2","South Korea","N","2012/01/20","Influenza A virus (A/Korea/47/2012(H3N2))","","","","","","c"
"CY037319","1714","Human","4 (HA)","H3N2","South Korea","N","2008/02/19","Influenza A virus (A/Korea/AF05/2008(H3N2))","","28Y","","","","c"
"MF441081","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR115/2011(H3N2))","","","","","","c"
"MF441082","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR116/2011(H3N2))","","","","","","c"
"MF441083","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR121/2011(H3N2))","","","","","","c"
"MF441084","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR124/2011(H3N2))","","","","","","c"
"MF441085","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR137/2011(H3N2))","","","","","","c"
"MF441070","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR14/2011(H3N2))","","","","","","c"
"MF441086","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR157/2011(H3N2))","","","","","","c"
"MF441087","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR159/2011(H3N2))","","","","","","c"
"MF441071","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR17/2011(H3N2))","","","","","","c"
"MF441088","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR172/2011(H3N2))","","","","","","c"
"MF441089","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR175/2011(H3N2))","","","","","","c"
"MF441072","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR18/2011(H3N2))","","","","","","c"
"MF441090","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR190/2011(H3N2))","","","","","","c"
"MF441092","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR202/2011(H3N2))","","","","","","c"
"MF441093","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR218/2011(H3N2))","","","","","","c"
"MF441094","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR226/2011(H3N2))","","","","","","c"
"MF441095","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR227/2011(H3N2))","","","","","","c"
"MF441096","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR252/2011(H3N2))","","","","","","c"
"MF441097","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR261/2011(H3N2))","","","","","","c"
"MF441098","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR281/2011(H3N2))","","","","","","c"
"MF441099","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR285/2011(H3N2))","","","","","","c"
"MF441100","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR437/2011(H3N2))","","","","","","c"
"MF441073","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR47/2011(H3N2))","","","","","","c"
"MF441074","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR55/2011(H3N2))","","","","","","c"
"MF441102","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR570/2011(H3N2))","","","","","","c"
"MF441103","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR590/2011(H3N2))","","","","","","c"
"MF441075","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR66/2011(H3N2))","","","","","","c"
"MF441104","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR689/2011(H3N2))","","","","","","c"
"MF441076","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR83/2011(H3N2))","","","","","","c"
"MF441077","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR90/2011(H3N2))","","","","","","c"
"MF441078","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR92/2011(H3N2))","","","","","","c"
"MF441079","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR96/2011(H3N2))","","","","","","c"
"MF441080","1701","Human","4 (HA)","H3N2","South Korea","N","2011/12/01","Influenza A virus (A/Korea/KUMC-GR99/2011(H3N2))","","","","","","c"
"CY069325","1729","Human","4 (HA)","H3N2","South Korea","N","2009/04/09","Influenza A virus (A/Korea/WRAIR1038P/2009(H3N2))","","","","","","c"
"KC135510","1701","Human","4 (HA)","H3N2","Russia","N","2012/02/09","Influenza A virus (A/Krasnoyarsk/10/2012(H3N2))","","","","","","c"
"LC091015","1762","Human","4 (HA)","H3N2","Japan","N","2012/02/18","Influenza A virus (A/Kumamoto/29-513/2012(H3N2))","","","","","","c"
"LC090977","1762","Human","4 (HA)","H3N2","Japan","N","2013/01/21","Influenza A virus (A/Kumamoto/85-390v/2013(H3N2))","","","","","","c"
"LC090967","1762","Human","4 (HA)","H3N2","Japan","N","2013/01/22","Influenza A virus (A/Kumamoto/86-3-415/2013(H3N2))","","","","","","c"
"LC090941","1762","Human","4 (HA)","H3N2","Japan","N","2013/01/15","Influenza A virus (A/Kumamoto/92-307v/2013(H3N2))","","","","","","c"
"LC111583","1762","Human","4 (HA)","H3N2","Japan","N","2014/01/19","Influenza A virus (A/Kumamoto/DS-182v/2014(H3N2))","","","","","","c"
"LC111603","1762","Human","4 (HA)","H3N2","Japan","N","2014/01/24","Influenza A virus (A/Kumamoto/DS-354/2014(H3N2))","","","","","","c"
"LC155882","1701","Human","4 (HA)","H3N2","Japan","N","2015/01/19","Influenza A virus (A/Kumamoto/DS-424v/2015(H3N2))","","","","","","c"
"CY037311","1726","Human","4 (HA)","H3N2","Kuwait","N","2008/02/02","Influenza A virus (A/Kuwait/AF03/2008(H3N2))","","42Y","","","","c"
"CY093351","1731","Human","4 (HA)","H3N2","Kuwait","N","2009/01/01","Influenza A virus (A/Kuwait/WRAIR1561P/2009(H3N2))","","","","","","c"
"LC032881","1701","Human","4 (HA)","H3N2","Japan","N","2014/01/24","Influenza A virus (A/Kyoto/13K012/2014(H3N2))","","","","","","c"
"LC032889","1701","Human","4 (HA)","H3N2","Japan","N","2014/02/13","Influenza A virus (A/Kyoto/13K054/2014(H3N2))","","","","","","c"
"KT889149","1701","Human","4 (HA)","H3N2","Kyrgyzstan","N","2012/01/12","Influenza A virus (A/Kyrgyzstan/40/2012(H3N2))","","","","","","c"
"CY069405","1729","Human","4 (HA)","H3N2","Kyrgyzstan","N","2008/12/08","Influenza A virus (A/Kyrgyzstan/WRAIR1121P/2008(H3N2))","","","","","","c"
"CY093311","1731","Human","4 (HA)","H3N2","Kyrgyzstan","N","2008/12/01","Influenza A virus (A/Kyrgyzstan/WRAIR1255P/2008(H3N2))","","","","","","c"
"CY093319","1731","Human","4 (HA)","H3N2","Kyrgyzstan","N","2008/12/01","Influenza A virus (A/Kyrgyzstan/WRAIR1256P/2008(H3N2))","","","","","","c"
"CY104380","1735","Human","4 (HA)","H3N2","Viet Nam","T","2007/05/29","Influenza A virus (A/LangSon/LS156/2007(H3N2))","","","","","","c"
"CY105566","1735","Human","4 (HA)","H3N2","Viet Nam","T","2007/07/24","Influenza A virus (A/LangSon/LS218/2007(H3N2))","","","","","","c"
"CY105574","1731","Human","4 (HA)","H3N2","Viet Nam","T","2007/09/13","Influenza A virus (A/LangSon/LS281/2007(H3N2))","","","","","","c"
"KF000055","1701","Human","4 (HA)","H3N2","Lebanon","N","2011/11/29","Influenza A virus (A/Lebanon/11L002/2011(H3N2))","","","","","","c"
"KF000056","1701","Human","4 (HA)","H3N2","Lebanon","N","2011/08/03","Influenza A virus (A/Lebanon/11L007/2011(H3N2))","","","","","","c"
"KF000057","1701","Human","4 (HA)","H3N2","Lebanon","N","2011/07/18","Influenza A virus (A/Lebanon/11L013/2011(H3N2))","","","","","","c"
"KF000058","1701","Human","4 (HA)","H3N2","Lebanon","N","2012/01/13","Influenza A virus (A/Lebanon/11L018/2012(H3N2))","","","","","","c"
"KF000059","1701","Human","4 (HA)","H3N2","Lebanon","N","2012/01/23","Influenza A virus (A/Lebanon/11L023/2012(H3N2))","","","","","","c"
"KF000060","1701","Human","4 (HA)","H3N2","Lebanon","N","2012/02/01","Influenza A virus (A/Lebanon/11L033/2012(H3N2))","","","","","","c"
"KY950134","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/01/11","Influenza A virus (A/Linkou/0051/2016(H3N2))","","","","","","c"
"KY487462","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/01/18","Influenza A virus (A/Linkou/0061/2016(H3N2))","","","","","","c"
"KY487318","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/01/26","Influenza A virus (A/Linkou/0081/2016(H3N2))","","","","","","c"
"KY949642","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/11/10","Influenza A virus (A/Linkou/0153/2016(H3N2))","","","","","","c"
"KY949757","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/11/25","Influenza A virus (A/Linkou/0164/2016(H3N2))","","","","","","c"
"KY950107","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/11/28","Influenza A virus (A/Linkou/0166/2016(H3N2))","","","","","","c"
"KY949886","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/01","Influenza A virus (A/Linkou/0168/2016(H3N2))","","","","","","c"
"KY950205","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/02","Influenza A virus (A/Linkou/0169/2016(H3N2))","","","","","","c"
"KY949854","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/08","Influenza A virus (A/Linkou/0173/2016(H3N2))","","","","","","c"
"KY949649","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/21","Influenza A virus (A/Linkou/0181/2016(H3N2))","","","","","","c"
"KY950159","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/24","Influenza A virus (A/Linkou/0185/2016(H3N2))","","","","","","c"
"KY949883","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/26","Influenza A virus (A/Linkou/0186/2016(H3N2))","","","","","","c"
"KY949839","1751","Human","4 (HA)","H3N2","Taiwan","N","2016/12/27","Influenza A virus (A/Linkou/0187/2016(H3N2))","","","","","","c"
"KY950123","1751","Human","4 (HA)","H3N2","Taiwan","N","2017/01/03","Influenza A virus (A/Linkou/0192/2017(H3N2))","","","","","","c"
"KY949936","1751","Human","4 (HA)","H3N2","Taiwan","N","2017/01/04","Influenza A virus (A/Linkou/0194/2017(H3N2))","","","","","","c"
"EU716462","1701","Human","4 (HA)","H3N2","USA","N","2008/01/02","Influenza A virus (A/Louisiana/01/2008(H3N2))","","","","","","c"
"KC883333","1701","Human","4 (HA)","H3N2","USA","N","2011/01/12","Influenza A virus (A/Louisiana/01/2011(H3N2))","","","","","","c"
"KF790478","1701","Human","4 (HA)","H3N2","USA","N","2013/01/20","Influenza A virus (A/Louisiana/01/2013(H3N2))","","","","","","c"
"KC883077","1701","Human","4 (HA)","H3N2","USA","N","2011/02/17","Influenza A virus (A/Louisiana/02/2011(H3N2))","","","","","","c"
"KF789633","1701","Human","4 (HA)","H3N2","USA","N","2013/02/19","Influenza A virus (A/Louisiana/02/2013(H3N2))","","","","","","c"
"KM064039","1701","Human","4 (HA)","H3N2","USA","N","2014/03/12","Influenza A virus (A/Louisiana/02/2014(H3N2))","","","","","","c"
"CY216201","1737","Human","4 (HA)","H3N2","USA","N","2017/01/10","Influenza A virus (A/Louisiana/02/2017(H3N2))","","","","","","c"
"CY216193","1737","Human","4 (HA)","H3N2","USA","N","2017/01/11","Influenza A virus (A/Louisiana/03/2017(H3N2))","","","","","","c"
"EU851993","1701","Human","4 (HA)","H3N2","USA","N","2008/01/13","Influenza A virus (A/Louisiana/04/2008(H3N2))","","","","","","c"
"KC883297","1701","Human","4 (HA)","H3N2","USA","N","2010/10/07","Influenza A virus (A/Louisiana/04/2010(H3N2))","","","","","","c"
"KC883080","1701","Human","4 (HA)","H3N2","USA","N","2011/03/15","Influenza A virus (A/Louisiana/04/2011(H3N2))","","","","","","c"
"KF790119","1701","Human","4 (HA)","H3N2","USA","N","2013/04/11","Influenza A virus (A/Louisiana/04/2013(H3N2))","","","","","","c"
"KX415488","1737","Human","4 (HA)","H3N2","USA","N","2016/02/17","Influenza A virus (A/Louisiana/04/2016(H3N2))","","","","","","c"
"CY220535","1737","Human","4 (HA)","H3N2","USA","N","2017/01/24","Influenza A virus (A/Louisiana/04/2017(H3N2))","","","","","","c"
"EU851995","1701","Human","4 (HA)","H3N2","USA","N","2008/01/12","Influenza A virus (A/Louisiana/05/2008(H3N2))","","","","","","c"
"KC882739","1701","Human","4 (HA)","H3N2","USA","N","2010/12/07","Influenza A virus (A/Louisiana/05/2010(H3N2))","","","","","","c"
"EU885497","1701","Human","4 (HA)","H3N2","USA","N","2008/01/10","Influenza A virus (A/Louisiana/06/2008(H3N2))","","","","","","c"
"KC883299","1701","Human","4 (HA)","H3N2","USA","N","2010/12/29","Influenza A virus (A/Louisiana/06/2010(H3N2))","","","","","","c"
"KC883176","1701","Human","4 (HA)","H3N2","USA","N","2011/08/16","Influenza A virus (A/Louisiana/06/2011(H3N2))","","","","","","c"
"KT837410","1701","Human","4 (HA)","H3N2","USA","N","2014/10/07","Influenza A virus (A/Louisiana/06/2014(H3N2))","","","","","","c"
